,team,conf,barthag,barthag_rk,adj_o,adj_o_rk,adj_d,adj_d_rk,adj_t,adj_t_rk,wab,nc_elite_sos,nc_fut_sos,nc_cur_sos,ov_elite_sos,ov_fut_sos,ov_cur_sos,seed,year
5950,Pacific,WCC,0.0859671,352,94.8459,335,116.491,357,68.3357,127,-19.02246613,9,0.3328,0.3328,16,0.4687,0.4687,NA,2024
5951,Houston Christian,Slnd,0.0791088,353,96.4849,318,119.441,361,71.5805,22,-17.11756571,30,0.5638,0.5638,16,0.3984,0.3984,NA,2024
5952,Southeast Missouri St.,OVC,0.0783679,354,90.1975,357,111.757,316,69.2508,81,-18.28121223,12,0.358,0.358,8,0.3128,0.3128,NA,2024
5953,Lindenwood,OVC,0.075739,355,91.2396,354,113.412,338,67.4141,180,-18.05810809,15,0.3475,0.3475,10,0.3017,0.3017,NA,2024
5954,Siena,MAAC,0.0739686,356,90.0829,358,112.224,324,65.9923,264,-23.61507324,14,0.4664,0.4664,9,0.3929,0.3929,NA,2024
5955,VMI,SC,0.0650967,357,87.767,360,110.652,285,74.7353,2,-22.63857735,11,0.318,0.318,12,0.4248,0.4248,NA,2024
5956,Stonehill,NEC,0.0637649,358,90.4184,356,114.214,347,68.1237,137,-21.94826953,22,0.5014,0.5014,12,0.3522,0.3522,NA,2024
5957,St. Francis PA,NEC,0.0619554,359,93.1259,347,117.948,359,65.4957,293,-18.57127897,14,0.389,0.389,8,0.2932,0.2932,NA,2024
5958,IUPUI,Horz,0.0609742,360,92.1184,351,116.845,358,67.3346,189,-21.56192706,11,0.2873,0.2873,10,0.3614,0.3614,NA,2024
5959,Coppin St.,MEAC,0.0436633,361,84.9981,362,111.166,302,66.3484,252,-22.98770041,16,0.4801,0.4801,10,0.3525,0.3525,NA,2024
5960,Mississippi Valley St.,SWAC,0.0297599,362,85.6156,361,115.915,353,64.5449,329,-22.63133144,40,0.7243,0.7243,19,0.423,0.423,NA,2024
