"","team","conf","barthag","barthag_rk","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_t","adj_t_rk","wab","nc_elite_sos","nc_fut_sos","nc_cur_sos","ov_elite_sos","ov_fut_sos","ov_cur_sos","seed","year"
"58","South Carolina","SEC",0.808957,58,108.097,104,95.3476,30,71.2173,74,1.8233450854935,12,0.46,0.46,22,0.6338,0.6338,NA,2016
"59","Colorado","P12",0.807181,59,107.805,108,95.1852,29,69.9012,121,0.68913381330417,16,0.488,0.488,28,0.6662,0.6662,8,2016
"60","Florida St.","ACC",0.806929,60,112.228,46,99.1042,88,72.6565,36,0.12795001861063,19,0.4937,0.4937,32,0.6918,0.6918,NA,2016
"61","Hawaii","BW",0.794457,61,106.867,115,95.0138,27,71.3966,62,0.82996823771816,12,0.4012,0.4012,15,0.4937,0.4937,13,2016
"62","Princeton","Ivy",0.790974,62,112.166,48,99.9085,108,69.5139,139,-0.07358189604071,20,0.4629,0.4629,17,0.4661,0.4661,NA,2016
"63","Washington","P12",0.790521,63,110.129,72,98.1176,71,78.1725,2,-2.2357595672904,16,0.5078,0.5078,28,0.6792,0.6792,NA,2016
"64","Georgia","SEC",0.788056,64,108.011,105,96.3545,43,67.8711,236,-0.81595368563085,22,0.6154,0.6154,29,0.7026,0.7026,NA,2016
"65","Oregon St.","P12",0.788036,65,109.913,76,98.0522,68,67.958,231,0.27162976666429,20,0.5534,0.5534,32,0.7211,0.7211,7,2016
"66","Virginia Tech","ACC",0.78552,66,109.454,84,97.7707,61,70.5106,96,-0.4743721531505,15,0.3927,0.3927,32,0.6701,0.6701,NA,2016
"67","UCLA","P12",0.784283,67,111.577,56,99.7303,103,70.3585,102,-3.8727831175795,27,0.6244,0.6244,32,0.7159,0.7159,NA,2016
"68","LSU","SEC",0.774293,68,111.842,53,100.473,117,72.8826,29,-1.8191368201201,15,0.4849,0.4849,28,0.6659,0.6659,NA,2016
"69","Arkansas Little Rock","SB",0.773247,69,107.602,111,96.7151,49,63.8109,345,2.0588618603634,20,0.4837,0.4837,16,0.4849,0.4849,12,2016
"70","Houston","Amer",0.770323,70,116.206,21,104.599,191,67.2522,260,-1.2427644432898,8,0.3517,0.3517,19,0.5401,0.5401,NA,2016
"71","Northwestern","B10",0.76184,71,109.792,77,99.233,92,64.4562,338,-1.9712458863899,12,0.3522,0.3522,24,0.5639,0.5639,NA,2016
"72","Arkansas","SEC",0.760168,72,109.501,82,99.0496,85,70.963,85,-4.6542908875348,16,0.5287,0.5287,26,0.6657,0.6657,NA,2016
"73","Marquette","BE",0.760093,73,108.873,91,98.4853,75,71.2791,70,-0.97896980508234,12,0.3859,0.3859,28,0.6168,0.6168,NA,2016
"74","North Carolina St.","ACC",0.756116,74,113.574,34,102.932,162,68.499,194,-4.0168874446968,11,0.4949,0.4949,30,0.6943,0.6943,NA,2016
"75","Mississippi","SEC",0.755618,75,111.002,61,100.624,119,69.4043,146,-1.43373576597,16,0.4609,0.4609,25,0.6226,0.6226,NA,2016
"76","Tulsa","Amer",0.748562,76,109.488,83,99.5786,100,69.3273,148,-1.1912851617973,17,0.5558,0.5558,23,0.6296,0.6296,11,2016
"77","Memphis","Amer",0.746363,77,105.902,132,96.4151,44,74.3383,11,-5.6182153129265,12,0.4187,0.4187,20,0.5574,0.5574,NA,2016
"78","Mississippi St.","SEC",0.744833,78,108.729,94,99.0581,86,70.1944,111,-6.2407985930709,14,0.4295,0.4295,26,0.6374,0.6374,NA,2016
"79","Rhode Island","A10",0.740329,79,107.642,109,98.2693,73,65.6268,324,-5.9032506522247,16,0.5353,0.5353,20,0.5884,0.5884,NA,2016
"80","Alabama","SEC",0.738689,80,105.411,149,96.3031,41,65.689,320,-0.64894459326505,27,0.587,0.587,33,0.7031,0.7031,NA,2016
"81","South Dakota St.","Sum",0.736977,81,110.523,64,101.052,129,69.1391,162,-1.1954967914052,16,0.5336,0.5336,13,0.497,0.497,12,2016
"82","Ohio St.","B10",0.735021,82,105.619,139,96.6522,47,68.5153,192,-1.1045785895609,19,0.4726,0.4726,28,0.6273,0.6273,NA,2016
"83","Temple","Amer",0.731814,83,106.318,126,97.4308,58,66.4933,297,-0.12629033833747,28,0.5727,0.5727,26,0.6278,0.6278,10,2016
"84","UC Irvine","BW",0.731655,84,105.539,142,96.7234,50,68.0629,226,-0.81988001112819,25,0.5758,0.5758,19,0.5454,0.5454,NA,2016
"85","Oklahoma St.","B12",0.729783,85,105.728,135,96.9772,52,65.0408,334,-6.7385840643859,11,0.4467,0.4467,32,0.6912,0.6912,NA,2016
"86","Evansville","MVC",0.72157,86,105.741,134,97.3379,57,69.519,138,-1.4494301500925,14,0.4361,0.4361,16,0.4918,0.4918,NA,2016
"87","UC Santa Barbara","BW",0.719494,87,106.308,127,97.9477,63,67.6083,249,-4.8030728139983,26,0.6782,0.6782,19,0.577,0.577,NA,2016
"88","William & Mary","CAA",0.719182,88,112.377,45,103.553,171,69.1622,161,-3.7742165808923,23,0.5309,0.5309,18,0.5498,0.5498,NA,2016
"89","Boise St.","MWC",0.718972,89,108.151,100,99.6681,102,70.2435,108,-3.6477903922904,26,0.5751,0.5751,20,0.5773,0.5773,NA,2016
"90","Akron","MAC",0.718687,90,109.01,88,100.472,116,68.2575,210,-1.3688154832797,19,0.4597,0.4597,15,0.484,0.484,NA,2016
"91","UNC Wilmington","CAA",0.718592,91,109.512,81,100.939,127,71.3039,65,-0.72564958586323,11,0.4044,0.4044,15,0.5237,0.5237,13,2016
"92","St. Bonaventure","A10",0.717333,92,113.157,38,104.355,186,68.8729,173,-0.12524283022291,13,0.4406,0.4406,18,0.5629,0.5629,NA,2016
"93","Tennessee","SEC",0.715373,93,110.535,63,102.022,137,69.954,119,-5.8353720251468,22,0.567,0.567,29,0.6875,0.6875,NA,2016
"94","Richmond","A10",0.713556,94,112.628,43,104.035,180,69.1636,159,-5.4983389190681,25,0.5784,0.5784,24,0.6276,0.6276,NA,2016
"95","Nebraska","B10",0.713275,95,108.965,89,100.664,120,68.1354,222,-5.5245105716587,22,0.4439,0.4439,29,0.6069,0.6069,NA,2016
"96","Arizona St.","P12",0.713069,96,108.262,97,100.023,110,68.8897,172,-4.1745237205973,24,0.6253,0.6253,30,0.7149,0.7149,NA,2016
"97","Long Beach St.","BW",0.711006,97,107.964,106,99.8345,105,70.8447,88,-3.0440277497506,40,0.8022,0.8022,26,0.6419,0.6419,NA,2016
"98","Cal St. Bakersfield","WAC",0.710613,98,103.429,171,95.657,34,68.3719,203,-3.5168324700433,16,0.45,0.45,12,0.3861,0.3861,15,2016
"99","Oakland","Horz",0.705344,99,114.626,27,106.248,219,74.4429,9,-3.4022417176561,25,0.5182,0.5182,17,0.4842,0.4842,NA,2016
"100","Monmouth","MAAC",0.701614,100,105.677,137,98.1051,70,73.6145,16,-0.21746107809642,26,0.6201,0.6201,14,0.4597,0.4597,NA,2016
"101","Old Dominion","CUSA",0.70119,101,105.466,145,97.9264,62,62.1311,349,-6.4738774282903,21,0.5121,0.5121,13,0.4487,0.4487,NA,2016
"102","Wake Forest","ACC",0.697672,102,106.859,116,99.3648,95,72.3519,45,-6.2218896775645,23,0.6116,0.6116,34,0.7376,0.7376,NA,2016
"103","UT Arlington","SB",0.696217,103,106.061,130,98.6816,79,73.1349,24,-3.9004242414468,18,0.4644,0.4644,13,0.4416,0.4416,NA,2016
"104","James Madison","CAA",0.693539,104,105.954,131,98.69,80,67.6428,247,-4.3197731359935,14,0.46,0.46,15,0.519,0.519,NA,2016
"105","Hofstra","CAA",0.685538,105,110.111,73,102.896,161,70.3342,104,-1.6118790587108,16,0.4922,0.4922,17,0.543,0.543,NA,2016
"106","Iona","MAAC",0.682187,106,109.126,86,102.114,143,72.577,37,-3.5540623248286,27,0.6236,0.6236,15,0.4653,0.4653,14,2016
"107","New Mexico","MWC",0.680897,107,108.167,99,101.268,131,71.8191,56,-6.8156245000557,19,0.5392,0.5392,18,0.5631,0.5631,NA,2016
"108","Stanford","P12",0.680048,108,106.705,119,99.9333,109,66.7076,287,-2.609442289331,25,0.5855,0.5855,33,0.7328,0.7328,NA,2016
"109","Davidson","A10",0.676658,109,113.008,41,105.979,213,71.2854,67,-2.0887238555134,23,0.5575,0.5575,24,0.6324,0.6324,NA,2016
"110","Fresno St.","MWC",0.664607,110,106.274,128,100.139,112,69.7904,126,-0.86068180447274,18,0.4769,0.4769,19,0.5596,0.5596,14,2016
"111","New Mexico St.","WAC",0.652499,111,101.343,206,95.9402,37,66.4183,299,-4.0969685461359,20,0.4976,0.4976,15,0.431,0.431,NA,2016
"112","Columbia","Ivy",0.651238,112,111.823,54,105.912,212,65.8951,315,-4.2644642609505,14,0.4253,0.4253,13,0.4401,0.4401,NA,2016
"113","Stony Brook","AE",0.64802,113,104.642,160,99.2333,93,67.7292,243,-1.126263150482,22,0.5913,0.5913,13,0.4049,0.4049,13,2016
"114","Illinois St.","MVC",0.646002,114,103.268,174,98.0055,66,68.2557,211,-5.4840914074021,24,0.5908,0.5908,20,0.5506,0.5506,NA,2016
"115","UNLV","MWC",0.644031,115,103.209,176,98.0232,67,73.5832,17,-6.2908754702201,27,0.5761,0.5761,20,0.5744,0.5744,NA,2016
"116","Toledo","MAC",0.633792,116,107.875,107,102.85,159,69.9703,118,-9.7854678415932,9,0.396,0.396,11,0.4606,0.4606,NA,2016
"117","Chattanooga","SC",0.62859,117,105.567,141,100.846,124,67.2454,261,0.39357908491946,21,0.5031,0.5031,13,0.4194,0.4194,12,2016
"118","Louisiana Monroe","SB",0.626575,118,106.882,114,102.178,146,66.5648,292,-6.3070184848423,21,0.5361,0.5361,15,0.489,0.489,NA,2016
"119","Middle Tennessee","CUSA",0.622432,119,103.895,168,99.4759,98,68.433,198,-3.1648960423286,16,0.571,0.571,15,0.4981,0.4981,15,2016
"120","Milwaukee","Horz",0.622194,120,111.126,60,106.408,222,67.1122,268,-6.7646831572085,16,0.5002,0.5002,14,0.4655,0.4655,NA,2016
"121","UAB","CUSA",0.616308,121,108.143,102,103.777,175,68.9493,168,-1.01258542377,11,0.4306,0.4306,12,0.4321,0.4321,NA,2016
"122","Utah St.","MWC",0.608581,122,110.301,69,106.148,214,67.6524,246,-7.4267181833379,19,0.4923,0.4923,18,0.5608,0.5608,NA,2016
"123","Belmont","OVC",0.607345,123,113.443,36,109.221,277,72.668,35,-4.9125821254234,23,0.5835,0.5835,15,0.472,0.472,NA,2016
"124","Northeastern","CAA",0.60553,124,106.2,129,102.315,148,66.1602,307,-7.0186978459779,20,0.544,0.544,17,0.5559,0.5559,NA,2016
"125","Louisiana Lafayette","SB",0.600321,125,108.936,90,105.15,200,71.2285,73,-7.5515983304541,27,0.5714,0.5714,15,0.4838,0.4838,NA,2016
"126","Illinois","B10",0.595899,126,105.536,143,102.031,138,68.9913,165,-7.2235060134549,16,0.5126,0.5126,26,0.6377,0.6377,NA,2016
"127","Ohio","MAC",0.595221,127,110.144,71,106.512,224,70.6957,90,-5.3467287592032,11,0.4365,0.4365,11,0.4719,0.4719,NA,2016
"128","College of Charleston","CAA",0.592159,128,96.4023,304,93.3264,15,64.9357,335,-7.2829418907641,15,0.4564,0.4564,15,0.5195,0.5195,NA,2016
"129","Wright St.","Horz",0.587948,129,100.358,229,97.3036,56,66.3053,301,-6.0544277723431,20,0.4883,0.4883,15,0.4665,0.4665,NA,2016
"130","TCU","B12",0.587328,130,100.068,237,97.0432,53,70.274,106,-6.6810362204545,12,0.4067,0.4067,34,0.6905,0.6905,NA,2016
"131","Nevada","MWC",0.586396,131,100.753,218,97.741,60,72.1285,52,-5.1297189815931,20,0.4985,0.4985,17,0.5537,0.5537,NA,2016
"132","Duquesne","A10",0.585113,132,108.248,98,105.06,198,73.5448,18,-7.8115231107755,11,0.3905,0.3905,19,0.5431,0.5431,NA,2016
"133","Pepperdine","WCC",0.579317,133,105.596,140,102.699,156,68.4041,201,-5.031984142434,15,0.5558,0.5558,19,0.5544,0.5544,NA,2016
"134","Siena","MAAC",0.574654,134,106.773,118,104.016,178,71.1004,79,-6.3875289875478,19,0.5127,0.5127,12,0.4236,0.4236,NA,2016
"135","Buffalo","MAC",0.574612,135,105.143,151,102.43,151,72.9118,27,-5.8194005409864,27,0.5536,0.5536,19,0.5386,0.5386,14,2016
"136","Green Bay","Horz",0.572927,136,106.946,113,104.248,185,77.2423,5,-4.5231638654543,19,0.5351,0.5351,17,0.5066,0.5066,14,2016
"137","Albany","AE",0.570255,137,104.657,158,102.114,144,67.3054,258,-4.0061332331567,13,0.38,0.38,9,0.3337,0.3337,NA,2016
"138","Grand Canyon","WAC",0.568255,138,103.144,177,100.709,121,69.5052,140,-0.9832140975376,17,0.4182,0.4182,12,0.3699,0.3699,NA,2016
"139","Southern Illinois","MVC",0.567869,139,104.978,154,102.514,153,70.4745,98,-3.3550632111043,7,0.3414,0.3414,15,0.4665,0.4665,NA,2016
"140","Marshall","CUSA",0.564025,140,109.771,79,107.341,241,77.9972,3,-8.734234971828,22,0.5928,0.5928,15,0.5025,0.5025,NA,2016
"141","Weber St.","BSky",0.559917,141,101.651,200,99.5448,99,67.6539,245,-3.6695000802553,17,0.5544,0.5544,11,0.3967,0.3967,15,2016
"142","Colorado St.","MWC",0.556719,142,111.283,58,109.1,275,68.893,171,-8.5032089873663,14,0.4897,0.4897,16,0.5466,0.5466,NA,2016
"143","Central Michigan","MAC",0.552445,143,110.277,70,108.276,261,67.4221,256,-9.2309040851129,15,0.467,0.467,13,0.4828,0.4828,NA,2016
"144","IPFW","Sum",0.552232,144,110.436,66,108.44,265,70.2909,105,-2.7164537845381,19,0.4779,0.4779,15,0.4841,0.4841,NA,2016
"145","Morehead St.","OVC",0.551434,145,105.047,152,103.178,166,66.2587,306,-6.4266956028903,22,0.5503,0.5503,14,0.4729,0.4729,NA,2016
"146","UNC Asheville","BSth",0.548685,146,101.152,208,99.4478,97,71.0036,83,-6.2604935086762,21,0.559,0.559,13,0.4011,0.4011,15,2016
"147","Penn St.","B10",0.54647,147,101.282,207,99.6532,101,66.99,273,-4.7461912789479,13,0.4649,0.4649,27,0.6426,0.6426,NA,2016
"148","Murray St.","OVC",0.545482,148,106.795,117,105.114,199,65.24,333,-8.9695298306915,19,0.6002,0.6002,12,0.4368,0.4368,NA,2016
"149","Vermont","AE",0.541386,149,107.324,112,105.787,210,68.513,193,-6.5626275016088,23,0.5717,0.5717,14,0.4142,0.4142,NA,2016
"150","Massachusetts","A10",0.539443,150,102.128,192,100.733,122,71.6032,58,-8.6665699492026,14,0.4667,0.4667,21,0.5927,0.5927,NA,2016
"151","Fordham","A10",0.538789,151,101.811,198,100.444,115,67.4605,254,-6.0036468911708,6,0.2537,0.2537,17,0.5068,0.5068,NA,2016
"152","Towson","CAA",0.536375,152,104.515,161,103.198,167,66.535,294,-6.1695982559548,8,0.3207,0.3207,13,0.4838,0.4838,NA,2016
"153","Montana","BSky",0.534499,153,105.462,147,104.202,182,66.1048,311,-5.7333752214361,33,0.6701,0.6701,14,0.4079,0.4079,NA,2016
"154","Eastern Michigan","MAC",0.534334,154,105.65,138,104.394,187,71.1891,76,-7.7901483598805,27,0.5944,0.5944,18,0.5471,0.5471,NA,2016
"155","Florida Gulf Coast","ASun",0.513593,155,102.856,184,102.371,150,67.9274,233,-8.4141622415621,17,0.4999,0.4999,13,0.4109,0.4109,16,2016
"156","North Florida","ASun",0.510295,156,113.475,35,113.069,324,71.2779,71,-5.1469903110567,24,0.5136,0.5136,15,0.4227,0.4227,NA,2016
"157","North Dakota St.","Sum",0.509798,157,100.117,234,99.7766,104,65.3977,330,-7.1949278880931,14,0.4078,0.4078,13,0.4575,0.4575,NA,2016
"158","Wyoming","MWC",0.509226,158,108.314,96,107.967,256,65.5248,325,-10.573136397517,15,0.5482,0.5482,17,0.5727,0.5727,NA,2016
"159","Western Kentucky","CUSA",0.50902,159,108.149,101,107.811,252,67.815,237,-9.527566644606,20,0.5239,0.5239,14,0.4767,0.4767,NA,2016
"160","Missouri","SEC",0.508811,160,102.864,183,102.55,155,68.8648,174,-9.4504958998353,19,0.4963,0.4963,29,0.6614,0.6614,NA,2016
"161","Nebraska Omaha","Sum",0.508433,161,108.132,103,107.815,253,77.1222,6,-7.6047183696033,13,0.4746,0.4746,13,0.4809,0.4809,NA,2016
"162","Harvard","Ivy",0.50352,162,99.2614,257,99.1399,90,66.9176,277,-8.9318005521504,22,0.531,0.531,19,0.508,0.508,NA,2016
"163","Loyola Chicago","MVC",0.502429,163,100.268,231,100.183,113,65.6936,319,-9.2716718978385,14,0.453,0.453,18,0.5118,0.5118,NA,2016
"164","Ball St.","MAC",0.499374,164,102.067,193,102.089,141,66.1418,309,-8.3246279515643,6,0.3078,0.3078,10,0.4324,0.4324,NA,2016
"165","Louisiana Tech","CUSA",0.497909,165,102.729,186,102.804,158,72.4255,41,-4.3328880464298,15,0.4463,0.4463,10,0.3985,0.3985,NA,2016
"166","Georgia St.","SB",0.494695,166,99.6526,243,99.8367,106,65.4007,329,-8.6053038922237,17,0.5499,0.5499,13,0.4765,0.4765,NA,2016
"167","DePaul","BE",0.493497,167,103.9,167,104.135,181,68.0831,225,-9.2510648279459,16,0.5359,0.5359,31,0.7033,0.7033,NA,2016
"168","Tennessee St.","OVC",0.493189,168,99.7994,242,100.036,111,68.7441,182,-6.0305950416531,11,0.3904,0.3904,9,0.3854,0.3854,NA,2016
"169","Elon","CAA",0.492681,169,104.961,155,105.228,201,72.3256,46,-8.4535517577356,22,0.504,0.504,18,0.5366,0.5366,NA,2016
"170","Northern Illinois","MAC",0.491846,170,100.468,227,100.754,123,68.5775,187,-6.6750546194598,10,0.3789,0.3789,12,0.4892,0.4892,NA,2016
"171","High Point","BSth",0.490495,171,109.183,85,109.545,281,66.8228,281,-5.6739006060351,23,0.5515,0.5515,12,0.389,0.389,NA,2016
"172","Oral Roberts","Sum",0.485042,172,106.413,124,106.968,233,69.7985,125,-9.4134810088606,27,0.6272,0.6272,18,0.5492,0.5492,NA,2016
"173","Coastal Carolina","BSth",0.479564,173,100.734,219,101.453,136,67.5174,252,-7.017498128821,20,0.565,0.565,10,0.3928,0.3928,NA,2016
"174","Lehigh","Pat",0.474715,174,104.12,164,105.04,197,68.7676,180,-9.6165911968275,30,0.5945,0.5945,13,0.3821,0.3821,NA,2016
"175","Detroit","Horz",0.474036,175,109.777,78,110.773,297,74.4684,8,-8.3925881557076,23,0.5893,0.5893,16,0.4993,0.4993,NA,2016
"176","East Tennessee St.","SC",0.471258,176,105.392,150,106.452,223,70.2027,109,-5.1195831357075,23,0.5599,0.5599,13,0.4513,0.4513,NA,2016
"177","Bucknell","Pat",0.469457,177,104.14,163,105.253,203,72.1563,50,-9.1164142979022,15,0.5204,0.5204,10,0.3811,0.3811,NA,2016
"178","Eastern Washington","BSky",0.46744,178,111.649,55,112.923,321,69.416,145,-10.693569522998,18,0.5023,0.5023,10,0.3692,0.3692,NA,2016
